SurveyID,Data_Source,Region,System,Waterbody,Species,Life Stage,IndexType,Year,n,n_pos,prop_pos,Index,SE,CV,LCI,UCI,ForModelingUse
192,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Choptank River,Blueback,YOY,Delta mean,2019,24,,0.2,7.48,4.74,0.63,,,1
194,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Choptank River,Blueback,YOY,Standardized,2019,24,,0.2,0.25,0.21,0.01,0.83,0.84,0
54,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Choptank River,Blueback,YOY,Arithmetic Mean,2020,24,5,0.21,8.88,8.11,0.91,,,0
192,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Choptank River,Blueback,YOY,Delta mean,2020,24,,0.2,5.84,4.85,0.82,,,1
194,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Choptank River,Blueback,YOY,Standardized,2020,24,,0.2,3.7,3.23,0.01,10.13,0.87,0
54,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Choptank River,Blueback,YOY,Arithmetic Mean,2021,24,6,0.25,9.96,6.68,0.67,,,0
192,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Choptank River,Blueback,YOY,Delta mean,2021,24,,0.25,10.52,7.7,0.73,,,1
194,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Choptank River,Blueback,YOY,Standardized,2021,24,,0.25,0.64,0.49,0.07,1.84,0.77,0
192,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Choptank River,Blueback,YOY,Delta mean,2022,24,,0.04,0.04,0.04,1,,,1
194,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Choptank River,Blueback,YOY,Standardized,2022,24,,0.04,5.44E-03,7.00E-03,9.86E-40,0.02,1.28,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1959,10,,,2.74,1.48,0.53,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1959,10,,,1.13,1.73,1.53,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1959,10,,,6.85,4.28,0.62,1.1,16.67,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1960,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1960,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1960,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1961,6,,,0.5,0.34,0.68,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1961,6,,,0.34,1.12,3.22,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1961,6,,,1.13,0.67,0.59,1.84E-08,2.5,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1962,22,,,27.1,12.61,0.46,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1962,22,,,6.56,3.96,0.6,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1963,24,,,7.45,3.09,0.41,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1963,24,,,2.25,2.37,1.05,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1963,24,,,3.34,2.2,0.65,0.27,9.1,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1964,24,,,0.6,0.3,0.51,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1964,24,,,0.3,1.18,3.89,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1964,24,,,0.57,0.28,0.49,0.12,1.21,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1965,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1965,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1965,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1966,38,,,68.69,32.2,0.46,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1966,38,,,9.2,6.93,0.75,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1966,38,,,52.14,21.69,0.41,13.92,105.61,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1967,42,,,4.06,1.3,0.32,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1967,42,,,1.49,1.83,1.22,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1967,42,,,4.54,2.81,0.61,1.13,11.15,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1968,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1968,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1968,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1969,22,,,7.56,3.05,0.4,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1969,22,,,2.72,2.24,0.82,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1970,30,,,125.83,48.45,0.38,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1970,30,,,33.22,4.7,0.14,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1970,30,,,230.7,169.04,0.73,19.06,601.74,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1971,30,,,12.61,4.71,0.37,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1971,30,,,4,2.71,0.67,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1971,30,,,25.13,13.95,0.55,4.05,55.98,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1972,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1972,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1972,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1973,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1973,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1973,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1974,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1974,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1974,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1975,32,,,13.1,4.77,0.36,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1975,32,,,3.75,2.91,0.77,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1975,32,,,3.34,1.74,0.52,1.17,7.8,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1976,32,,,1.48,0.48,0.32,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1976,32,,,0.69,1.37,1.97,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1976,32,,,0.41,0.27,0.67,1.99E-10,1.02,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1977,36,,,7.06,2.66,0.37,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1977,36,,,1.99,2.3,1.15,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1977,36,,,6.07,3.04,0.5,1.31,11.61,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1978,38,,,3.62,0.77,0.21,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1978,38,,,1.94,1.6,0.82,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1978,38,,,3.42,0.7,0.2,2.23,4.84,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1979,36,,,2.19,0.9,0.41,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1979,36,,,0.76,1.56,2.03,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1979,36,,,1,0.32,0.32,0.4,1.62,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1980,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1980,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1980,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1981,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1981,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1981,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1982,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1982,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1982,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1983,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1983,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1983,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1984,30,,,1.17,0.69,0.59,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1984,30,,,0.32,1.33,4.16,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1984,30,,,0.14,0.13,0.93,2.01E-11,0.42,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1985,34,,,0.29,0.1,0.36,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1985,34,,,0.19,1.06,5.47,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1985,34,,,0.13,0.09,0.67,1.82E-10,0.34,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1986,42,,,3.69,1.69,0.45,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1986,42,,,0.89,1.83,2.05,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1986,42,,,0.11,0.1,0.96,2.06E-10,0.29,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1987,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1987,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1987,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1988,42,,,0.04,0.03,0.69,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1988,42,,,0.03,1.01,30.13,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1988,42,,,0.07,0.06,0.93,2.68E-10,0.21,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1989,38,,,0.69,0.33,0.48,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1989,38,,,0.28,1.19,4.21,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1989,38,,,0.95,0.7,0.74,0.09,2.47,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1990,42,,,2.34,1.26,0.53,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1990,42,,,0.5,1.55,3.06,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1990,42,,,0.32,0.19,0.61,2.14E-09,0.73,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1991,38,,,0.15,0.08,0.5,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1991,38,,,0.09,1.04,10.53,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1991,38,,,0.5,0.27,0.54,1.98E-09,0.95,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1992,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1992,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1992,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1993,42,,,6.34,2.56,0.4,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1993,42,,,1.38,2.34,1.7,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1993,42,,,7.45,4.75,0.63,0.23,16.61,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1994,42,,,26.2,16.14,0.61,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1994,42,,,1.6,4.35,2.71,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1994,42,,,1.8,1.78,0.99,0.15,7.32,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1995,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1995,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1995,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1996,30,,,27.32,13.23,0.48,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1996,30,,,4.3,4.78,1.11,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1996,30,,,3.54,2.59,0.73,1.72E-09,8.65,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1997,34,,,0.84,0.45,0.54,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1997,34,,,0.3,1.23,4.1,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1997,34,,,0.16,0.12,0.75,2.24E-10,0.4,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1998,40,,,1.99,1.01,0.5,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1998,40,,,0.52,1.5,2.86,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1998,40,,,0.51,0.23,0.46,0.15,1,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,1999,42,,,1.15,0.38,0.33,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,1999,42,,,0.51,1.3,2.52,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,1999,42,,,0.09,0.09,1.07,1.04E-09,0.28,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,2000,42,,,10.12,4.09,0.4,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,2000,42,,,2.28,2.74,1.2,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,2000,42,,,3.16,1.23,0.38,1.16,5.96,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,2001,42,,,42.37,22.61,0.53,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,2001,42,,,3.48,6.46,1.85,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,2001,42,,,24.05,14.85,0.61,3.34,56,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,2002,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,2002,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,2002,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,2003,34,,,10.86,3.48,0.32,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,2003,34,,,4.19,2.25,0.53,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,2003,34,,,12.31,3.21,0.26,7.08,18.91,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,2004,42,,,10.32,3.3,0.32,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,2004,42,,,2.82,2.77,0.98,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,2004,42,,,3.05,1.93,0.63,0.08,6.79,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,2005,36,,,4.02,1.22,0.3,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,2005,36,,,1.6,1.8,1.12,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,2005,36,,,0.47,0.32,0.68,1.37E-09,1.09,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,2006,42,,,0.83,0.24,0.29,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,2006,42,,,0.45,1.2,2.64,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,2006,42,,,0.46,0.47,1.02,2.09E-10,1.53,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,2007,42,,,6.53,2.75,0.42,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,2007,42,,,1.5,2.32,1.54,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,2007,42,,,0.67,0.57,0.84,3.16E-09,1.98,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,2008,,,,0,0,0,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,2008,,,,0,0,0,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,2008,,,,0,0,0,,,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,2009,42,,,1.3,0.73,0.55,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,2009,42,,,0.3,1.34,4.45,,,0
60,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Standardized,2009,42,,,0.45,0.28,0.63,1.78E-10,0.98,0
57,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Delta mean,2010,42,,,4.65,1.73,0.37,,,1
59,MD_DNR Estuarine Juvenile Finfish Survey,MAT,Chesapeake Bay,Head of Bay,Alewife,YOY,Geometric mean,2010,42,,,1.41,1.96,1.39,,,0
